Date,Open,High,Low,Close,Volume,Market Cap,,,
"Aug 13, 2016",11.77,11.79,11.51,11.57,"75,39,490","97,59,99,000",,,1.063333359
"Aug 12, 2016",11.69,12.04,11.64,11.78,"1,36,90,100","96,88,65,000",,,1.07114529
"Aug 11, 2016",12.14,12.27,11.63,11.69,"1,75,05,000","1,00,57,20,000",,,1.067814511
"Aug 10, 2016",12.23,12.46,11.98,12.14,"2,80,96,300","1,01,29,10,000",,,1.084218687
"Aug 09, 2016",11.27,12.45,11.2,12.24,"3,66,56,600","93,34,31,000",,,1.087781418
"Aug 08, 2016",10.91,11.33,10.86,11.25,"1,49,56,700","90,31,84,000",,,1.051152522
"Aug 07, 2016",10.86,11.09,10.78,10.91,"1,65,51,000","89,83,40,000",,,1.037824751
"Aug 06, 2016",10.92,10.94,10.29,10.88,"1,67,12,600","90,27,52,000",,,1.036628895
"Aug 05, 2016",11.02,11.18,10.76,10.93,"1,54,87,900","91,08,56,000",,,1.038620162
"Aug 04, 2016",10.31,11.29,10.16,11.04,"3,81,51,400","85,19,92,000",,,1.042969073
"Aug 03, 2016",8.88,10.42,8.88,10.29,"5,39,79,400","73,32,04,000",,,1.012415375
"Aug 02, 2016",10.95,11.14,8.2,8.79,"8,88,03,300","90,39,78,000",,,0.943988875
"Aug 01, 2016",11.89,12.01,10.94,10.94,"2,39,99,500","98,17,35,000",,,1.039017322
"Jul 31, 2016",12.44,12.51,11.55,11.88,"2,54,41,400","1,02,63,10,000",,,1.074816441
"Jul 30, 2016",12.8,12.8,12.46,12.46,"90,47,810","1,05,54,10,000",,,1.095518042
"Jul 29, 2016",12.84,12.87,12.55,12.79,"1,40,82,300","1,05,82,20,000",,,1.106870544
"Jul 28, 2016",12.98,12.99,12.49,12.84,"2,46,03,900","1,06,95,60,000",,,1.108565024
"Jul 27, 2016",12.05,13.31,11.84,12.97,"5,82,78,800","99,26,45,000",,,1.112939976
"Jul 26, 2016",13.82,13.85,11.73,11.99,"9,44,28,800","1,13,76,60,000",,,1.078819183
"Jul 25, 2016",12.74,13.86,12.68,13.84,"3,66,73,800","1,04,89,20,000",,,1.14113609
"Jul 24, 2016",14.3,14.44,12.32,12.75,"7,77,50,800","1,17,62,50,000",,,1.105510185
"Jul 23, 2016",14.67,14.9,14.05,14.3,"3,24,89,700","1,20,61,90,000",,,1.155336037
"Jul 22, 2016",12.66,14.81,12.54,14.66,"7,47,79,500","1,04,06,40,000",,,1.16613397
"Jul 21, 2016",12.46,12.71,11.99,12.65,"2,46,36,900","1,02,40,00,000",,,1.102090526
"Jul 20, 2016",11.59,12.99,11.57,12.45,"6,02,26,100","95,21,43,000",,,1.095169351
"Jul 19, 2016",11.05,12.01,11.01,11.62,"2,17,30,000","90,71,35,000",,,1.065206128
"Jul 18, 2016",11.17,11.61,10.95,11.03,"1,59,31,900","91,71,51,000",,,1.042575512
"Jul 17, 2016",11.62,11.67,11.01,11.16,"1,79,21,600","95,37,62,000",,,1.047664195
"Jul 16, 2016",11.92,11.94,11.59,11.65,"1,04,45,700","97,76,58,000",,,1.066325925
"Jul 15, 2016",11.5,12.43,11.49,11.95,"2,68,38,900","94,28,17,000",,,1.077367905
"Jul 14, 2016",10.6,11.68,10.6,11.51,"2,36,21,900","86,85,09,000",,,1.061075324
"Jul 13, 2016",10.51,10.59,10.4,10.5,"67,15,660","86,07,70,000",,,1.021189299
"Jul 12, 2016",10.45,10.76,10.43,10.52,"1,11,27,700","85,55,55,000",,,1.02201574
"Jul 11, 2016",10.94,11.01,10.26,10.46,"1,30,98,000","89,56,70,000",,,1.019531685
"Jul 10, 2016",10.96,11.01,10.78,10.95,"54,79,240","89,68,99,000",,,1.039414119
"Jul 09, 2016",11.42,11.46,10.73,10.97,"1,72,54,800","93,39,46,000",,,1.040206628
"Jul 08, 2016",10.12,11.52,9.96,11.39,"2,00,39,800","82,70,90,000",,,1.056523724
"Jul 07, 2016",10.54,10.57,9.8,10.11,"1,54,07,200","86,11,44,000",,,1.004751156
"Jul 06, 2016",10.58,11.11,10.28,10.53,"1,81,37,300","86,40,63,000",,,1.022428371
"Jul 05, 2016",11.46,11.52,9.58,10.61,"4,55,26,900","93,57,30,000",,,1.025715384
"Jul 04, 2016",11.7,11.88,11.39,11.47,"1,29,43,500","95,48,49,000",,,1.059563418
"Jul 03, 2016",12.12,12.15,11.59,11.72,"1,05,88,700","98,91,32,000",,,1.068927612
"Jul 02, 2016",12.22,12.22,11.95,12.13,"89,87,070","99,65,10,000",,,1.083860801
"Jul 01, 2016",12.44,12.49,11.73,12.2,"1,72,36,500","1,01,42,20,000",,,1.086359831
"Jun 30, 2016",12.6,12.74,12.25,12.46,"1,58,01,300","1,02,72,60,000",,,1.095518042
"Jun 29, 2016",12.17,13.04,11.69,12.61,"2,69,82,800","99,19,26,000",,,1.100715087
"Jun 28, 2016",13.93,13.98,11.72,12.18,"4,34,36,600","1,13,43,40,000",,,1.085647288
"Jun 27, 2016",13.81,14.12,13.75,13.88,"1,09,94,700","1,12,41,70,000",,,1.142389466
"Jun 26, 2016",14.26,14.37,13.66,13.85,"1,47,47,600","1,16,05,90,000",,,1.141449773
"Jun 25, 2016",14.3,14.58,14.02,14.28,"1,53,83,100","1,16,35,30,000",,,1.154728207
"Jun 24, 2016",13.68,14.57,13.22,14.33,"3,33,32,900","1,11,25,90,000",,,1.15624619
"Jun 23, 2016",13.22,13.79,12.56,13.68,"3,08,06,400","1,07,42,40,000",,,1.136086097
"Jun 22, 2016",13.2,15.79,13.1,13.1,"9,69,94,100","1,07,25,10,000",,,1.117271296
"Jun 21, 2016",11.82,13.42,11.29,13.31,"6,92,45,600","96,00,14,000",,,1.124178055
"Jun 20, 2016",12.24,12.45,10.52,11.84,"5,81,43,600","99,35,03,000",,,1.073351702
"Jun 19, 2016",11.17,13.18,10.64,12.23,"6,97,83,600","90,62,92,000",,,1.087426457
"Jun 18, 2016",15.38,15.38,9.96,11.33,"13,39,37,000","1,24,75,30,000",,,1.05422991
"Jun 17, 2016",20.65,21.52,13.57,15.38,"19,94,08,000","1,67,45,40,000",,,1.186956335
"Jun 16, 2016",18.36,20.83,18.36,20.59,"3,85,31,000","1,48,84,20,000",,,1.313656347
"Jun 15, 2016",18.91,18.91,17.71,18.35,"1,93,93,400","1,53,17,90,000",,,1.263636069
"Jun 14, 2016",17.61,19.27,17.3,18.89,"6,44,12,200","1,42,65,00,000",,,1.276231958
"Jun 13, 2016",15.77,17.64,15.72,17.6,"3,80,23,400","1,27,69,30,000",,,1.245512668
"Jun 12, 2016",14.19,15.9,14.19,15.74,"3,82,10,300","1,14,80,70,000",,,1.197004728
"Jun 11, 2016",13.91,14.19,13.72,14.19,"1,21,76,500","1,12,51,80,000",,,1.151982395
"Jun 10, 2016",14.38,14.43,13.82,13.91,"1,13,12,900","1,16,25,00,000",,,1.14332713
"Jun 09, 2016",14.43,14.57,14.34,14.4,"82,56,830","1,16,64,50,000",,,1.158362492
"Jun 08, 2016",14.51,14.78,14.28,14.42,"1,69,41,800","1,17,22,30,000",,,1.15896526
"Jun 07, 2016",13.95,14.51,13.81,14.51,"2,14,21,600","1,12,63,30,000",,,1.161667412
"Jun 06, 2016",14,14.06,13.73,13.93,"87,20,400","1,13,03,50,000",,,1.143951116
"Jun 05, 2016",13.76,14.07,13.57,13.98,"1,10,88,400","1,11,06,90,000",,,1.145507171
"Jun 04, 2016",13.86,13.95,13.42,13.74,"1,57,92,400","1,11,84,60,000",,,1.137986733
"Jun 03, 2016",13.74,13.87,13.25,13.85,"2,29,81,500","1,10,82,20,000",,,1.141449773
"Jun 02, 2016",13.99,14.05,13.63,13.74,"1,04,77,200","1,12,78,30,000",,,1.137986733
"Jun 01, 2016",14.11,14.32,13.44,14,"2,24,71,300","1,13,69,00,000",,,1.146128036
"May 31, 2016",12.74,14.27,12.64,14.08,"4,24,33,400","1,02,64,10,000",,,1.148602655
"May 30, 2016",12.33,12.88,12.27,12.73,"1,47,33,800","99,23,29,000",,,1.104828404
"May 29, 2016",12.11,12.69,11.78,12.35,"2,85,98,400","97,47,84,000",,,1.091666958
"May 28, 2016",11.33,12.36,10.37,11.89,"4,72,74,800","91,17,24,000",,,1.075181855
"May 27, 2016",12.39,12.39,10.5,11.3,"5,74,96,400","99,62,93,000",,,1.053078443
"May 26, 2016",12.52,12.99,12.06,12.43,"2,07,64,000","1,00,60,80,000",,,1.094471129
"May 25, 2016",12.79,12.9,11.77,12.53,"2,74,44,700","1,02,79,40,000",,,1.097951071
"May 24, 2016",13.31,13.77,12.01,12.73,"4,15,60,600","1,06,86,70,000",,,1.104828404
"May 23, 2016",14.28,14.49,13.19,13.46,"2,38,42,800","1,14,64,70,000",,,1.12904506
"May 22, 2016",14.04,14.35,13.77,14.29,"1,79,38,900","1,12,68,10,000",,,1.155032229
"May 21, 2016",13.69,14.05,13.12,14.02,"2,46,48,400","1,09,82,20,000",,,1.146748014
"May 20, 2016",14.85,15.05,13.38,13.64,"5,05,44,100","1,19,10,80,000",,,1.13481437
"May 19, 2016",13.54,14.87,13.34,14.77,"5,37,57,500","1,08,55,70,000",,,1.169380495
"May 18, 2016",12.18,14.26,12.18,13.56,"6,53,89,900","97,58,78,000",,,1.13225969
"May 17, 2016",11.19,12.49,11.15,12.2,"3,71,98,700","89,65,05,000",,,1.086359831
"May 16, 2016",9.97,11.44,9.97,11.17,"2,90,79,900","79,81,16,000",,,1.048053173
"May 15, 2016",10.24,10.44,9.93,9.96,"92,18,400","81,93,99,000",,,0.998259338
"May 14, 2016",10.51,10.62,9.81,10.24,"1,88,08,000","84,03,95,000",,,1.010299957
"May 13, 2016",10.06,11.05,10.02,10.51,"3,12,76,900","80,46,47,000",,,1.021602716
"May 12, 2016",10,10.51,9.86,10.06,"2,41,37,700","79,89,52,000",,,1.002597981
"May 11, 2016",9.43,10.01,9.39,10,"1,52,67,500","75,36,00,000",,,1
"May 10, 2016",9.28,9.48,9.26,9.36,"93,21,790","74,14,17,000",,,0.971275849
"May 09, 2016",9.49,9.64,9.2,9.3,"1,30,85,300","75,80,00,000",,,0.968482949
"May 08, 2016",9.37,9.6,8.93,9.48,"1,50,31,000","74,80,30,000",,,0.976808337
"May 07, 2016",9.32,9.48,9.21,9.37,"1,08,06,500","74,31,66,000",,,0.971739591
"May 06, 2016",9.81,9.95,9.04,9.35,"2,15,10,600","78,22,61,000",,,0.970811611
"May 05, 2016",9.4,10.05,9.29,9.83,"1,82,96,200","74,90,38,000",,,0.992553518
"May 04, 2016",9.38,10.03,9.27,9.41,"1,76,22,400","74,76,38,000",,,0.973589623
"May 03, 2016",10.17,10.17,9.28,9.31,"2,14,63,900","80,96,44,000",,,0.968949681
"May 02, 2016",8.89,10.32,8.85,10.16,"4,10,19,200","70,81,37,000",,,1.006893708
"May 01, 2016",8.78,9.01,8.43,8.85,"1,67,13,800","69,83,77,000",,,0.946943271
"Apr 30, 2016",7.45,9.37,7.45,8.81,"3,65,73,300","59,29,92,000",,,0.944975908
"Apr 29, 2016",7.21,7.73,7.17,7.46,"87,62,080","57,31,24,000",,,0.872738827
"Apr 28, 2016",7.74,7.91,7.17,7.17,"1,15,76,000","61,53,16,000",,,0.855519156
"Apr 27, 2016",7.39,7.97,7.32,7.76,"1,92,54,500","58,70,76,000",,,0.889861721
"Apr 26, 2016",7.53,7.55,7.06,7.4,"1,76,67,300","59,78,19,000",,,0.86923172
"Apr 25, 2016",8.01,8.09,7.24,7.55,"1,82,39,900","63,57,84,000",,,0.877946952
"Apr 24, 2016",8.29,8.47,7.96,8,"1,07,86,400","65,82,03,000",,,0.903089987
"Apr 23, 2016",7.79,8.55,7.74,8.29,"1,45,65,200","61,81,47,000",,,0.918554531
"Apr 22, 2016",8.15,8.27,7.67,7.82,"1,33,09,300","64,62,98,000",,,0.893206753
"Apr 21, 2016",8.45,8.72,7.96,8.1,"1,33,55,400","67,01,04,000",,,0.908485019
"Apr 20, 2016",8.69,8.83,8.31,8.47,"1,56,34,700","68,84,34,000",,,0.92788341
"Apr 19, 2016",9.08,9.31,8.6,8.71,"1,28,99,100","71,88,25,000",,,0.940018155
"Apr 18, 2016",9.33,9.51,8.5,9.04,"2,10,84,100","73,89,16,000",,,0.95616843
"Apr 17, 2016",8.62,9.7,8.56,9.31,"2,46,19,600","68,24,67,000",,,0.968949681
"Apr 16, 2016",8.24,8.65,8.11,8.61,"98,88,460","65,15,54,000",,,0.935003151
"Apr 15, 2016",8.39,8.62,8.1,8.24,"1,21,79,000","66,31,69,000",,,0.915927212
"Apr 14, 2016",8.08,8.76,8.02,8.39,"1,35,90,700","63,83,30,000",,,0.923761961
"Apr 13, 2016",7.44,8.72,7.07,8.04,"3,14,03,300","58,79,94,000",,,0.905256049
"Apr 12, 2016",8.64,8.64,7.15,7.44,"2,31,90,100","68,23,95,000",,,0.871572936
"Apr 11, 2016",8.94,8.95,8,8.64,"1,51,38,100","70,60,74,000",,,0.936513742
"Apr 10, 2016",9.15,9.22,7.46,8.94,"4,26,13,400","72,21,33,000",,,0.951337519
"Apr 09, 2016",9.69,10.09,9.07,9.15,"1,61,94,800","76,47,97,000",,,0.961421094
"Apr 08, 2016",10.08,10.39,9.66,9.72,"1,46,60,600","79,47,05,000",,,0.987666265
"Apr 07, 2016",10.7,10.81,9.95,10.07,"1,34,64,500","84,30,91,000",,,1.003029471
"Apr 06, 2016",10.45,10.97,10.28,10.69,"1,69,97,100","82,34,20,000",,,1.028977705
"Apr 05, 2016",11.21,11.21,10.13,10.44,"2,05,57,300","88,31,70,000",,,1.018700499
"Apr 04, 2016",11.62,11.62,11.02,11.16,"95,99,070","91,45,60,000",,,1.047664195
"Apr 03, 2016",11.63,11.71,11.51,11.62,"55,80,550","91,51,75,000",,,1.065206128
"Apr 02, 2016",11.63,11.69,11.4,11.6,"86,82,620","91,49,95,000",,,1.064457989
"Apr 01, 2016",11.4,11.85,11.4,11.66,"1,13,73,100","89,65,37,000",,,1.06669855
"Mar 31, 2016",11.92,12.01,11.32,11.4,"1,49,66,700","93,69,92,000",,,1.056904851
"Mar 30, 2016",11.61,12.18,11.47,11.95,"1,93,51,200","91,19,02,000",,,1.077367905
"Mar 29, 2016",11.75,11.91,11.35,11.66,"1,76,84,200","92,31,14,000",,,1.06669855
"Mar 28, 2016",10.43,11.86,10.41,11.67,"2,31,88,300","81,90,07,000",,,1.067070856
"Mar 27, 2016",10.99,11.05,10.11,10.42,"1,67,44,800","86,22,11,000",,,1.017867719
"Mar 26, 2016",10.77,11.18,10.59,10.97,"94,25,480","84,47,42,000",,,1.040206628
"Mar 25, 2016",11.26,11.37,10.53,10.74,"1,37,82,000","88,30,12,000",,,1.031004281
"Mar 24, 2016",12.44,12.5,10.8,11.24,"2,60,81,800","97,52,95,000",,,1.050766311
"Mar 23, 2016",11.33,12.43,11.24,12.42,"1,93,53,200","88,75,95,000",,,1.094121596
"Mar 22, 2016",11.88,12.03,11.18,11.27,"1,97,30,300","92,96,10,000",,,1.051923916
"Mar 21, 2016",10.3,12.01,10.16,11.86,"2,85,72,600","80,59,97,000",,,1.074084689
"Mar 20, 2016",10.52,10.9,9.57,10.32,"1,76,51,100","82,22,97,000",,,1.013679697
"Mar 19, 2016",11.2,11.2,9.78,10.53,"2,67,35,700","87,56,89,000",,,1.022428371
"Mar 18, 2016",11.11,11.18,8.52,11,"5,39,56,800","86,79,49,000",,,1.041392685
"Mar 17, 2016",12.56,12.64,10.44,11.08,"4,16,50,600","97,73,89,000",,,1.04453976
"Mar 16, 2016",13.02,13.73,12.5,12.52,"2,43,35,500","1,01,30,20,000",,,1.097604329
"Mar 15, 2016",13,13.2,12.05,13.01,"2,84,04,500","1,01,10,90,000",,,1.114277297
"Mar 14, 2016",14.51,15.01,11.58,12.45,"5,83,85,100","1,12,81,80,000",,,1.095169351
"Mar 13, 2016",13.51,15.26,13.47,14.48,"4,39,15,100","1,04,99,30,000",,,1.160768562
"Mar 12, 2016",11.13,13.53,11.09,13.53,"4,89,57,300","86,47,33,000",,,1.131297797
"Mar 11, 2016",11.22,11.6,10.39,11.08,"2,10,02,700","87,15,11,000",,,1.04453976
"Mar 10, 2016",11.88,12.24,10.99,11.31,"2,68,51,500","92,24,52,000",,,1.053462605
"Mar 09, 2016",9.79,12.05,9.67,11.9,"2,75,40,500","76,00,17,000",,,1.075546961
"Mar 08, 2016",9.58,10.17,8.82,9.85,"2,55,24,300","74,34,56,000",,,0.99343623
"Mar 07, 2016",11.43,11.65,9.31,9.55,"3,40,85,100","88,64,47,000",,,0.980003372
"Mar 06, 2016",11.2,11.84,9.99,11.38,"3,91,12,000","86,87,36,000",,,1.056142262
"Mar 05, 2016",10.37,12.27,9.97,11,"5,64,39,600","80,38,27,000",,,1.041392685
"Mar 04, 2016",9.24,10.41,8.48,10.41,"3,55,20,100","71,60,27,000",,,1.01745073
"Mar 03, 2016",8.44,10.1,8.33,9.29,"4,03,14,900","65,39,59,000",,,0.968015714
"Mar 02, 2016",7.63,8.75,7.37,8.47,"2,91,30,200","59,10,78,000",,,0.92788341
"Mar 01, 2016",6.32,7.91,6.31,7.65,"2,30,98,100","48,91,88,000",,,0.883661435
"Feb 29, 2016",6.46,6.61,6.05,6.34,"76,48,020","49,95,87,000",,,0.802089258
"Feb 28, 2016",6.41,6.62,6.24,6.47,"98,51,660","49,55,45,000",,,0.810904281
"Feb 27, 2016",5.96,6.53,5.92,6.43,"89,03,210","46,11,69,000",,,0.808210973
"Feb 26, 2016",6.04,6.27,5.74,5.92,"95,26,860","46,67,97,000",,,0.772321707
"Feb 25, 2016",6.19,6.65,5.55,6.1,"2,14,71,800","47,81,49,000",,,0.785329835
"Feb 24, 2016",5.6,6.24,5.51,6.24,"1,14,26,500","43,29,77,000",,,0.79518459
"Feb 23, 2016",5.68,5.95,5.39,5.59,"1,33,80,600","43,90,84,000",,,0.747411808
"Feb 22, 2016",4.66,5.65,4.64,5.62,"1,50,56,200","36,01,85,000",,,0.749736316
"Feb 21, 2016",4.36,4.71,4.23,4.65,"64,13,550","33,65,72,000",,,0.667452953
"Feb 20, 2016",4.68,4.75,4.13,4.34,"86,31,090","36,12,81,000",,,0.63748973
"Feb 19, 2016",4.38,4.79,4.27,4.74,"76,66,320","33,82,22,000",,,0.675778342
"Feb 18, 2016",3.77,4.77,3.42,4.4,"1,70,54,000","29,10,68,000",,,0.643452676
"Feb 17, 2016",4.29,4.77,3.5,3.76,"1,54,51,000","33,06,35,000",,,0.575187845
"Feb 16, 2016",5.33,5.47,4.03,4.32,"1,58,89,100","41,06,05,000",,,0.635483747
"Feb 15, 2016",5.33,5.89,5.02,5.29,"1,39,34,200","41,06,43,000",,,0.723455672
"Feb 14, 2016",5.4,5.47,4.45,5.24,"1,12,26,500","41,61,93,000",,,0.719331287
"Feb 13, 2016",5.69,5.72,4.19,5.39,"2,42,18,800","43,76,67,000",,,0.731588765
"Feb 12, 2016",5.95,6.58,5.07,5.55,"2,33,60,800","45,76,18,000",,,0.744292983
"Feb 11, 2016",4.5,6.29,4.34,6.01,"2,64,08,200","34,59,64,000",,,0.778874472
"Feb 10, 2016",4,4.86,3.78,4.44,"2,86,40,400","30,76,84,000",,,0.64738297
"Feb 09, 2016",3.17,4.04,3.17,4.04,"1,79,54,000","24,41,10,000",,,0.606381365
"Feb 08, 2016",2.97,3.27,2.88,3.18,"97,25,690","22,85,04,000",,,0.50242712
"Feb 07, 2016",2.54,3.06,2.54,2.96,"70,07,060","19,48,84,000",,,0.471291711
"Feb 06, 2016",2.53,2.56,2.47,2.53,"19,21,240","19,46,21,000",,,0.403120521
"Feb 05, 2016",2.57,2.61,2.47,2.54,"26,36,700","19,73,63,000",,,0.404833717
"Feb 04, 2016",2.53,2.63,2.44,2.58,"35,52,320","19,41,26,000",,,0.411619706
"Feb 03, 2016",2.43,2.54,2.34,2.53,"39,87,750","18,66,09,000",,,0.403120521
"Feb 02, 2016",2.22,2.45,2.16,2.44,"34,51,270","16,99,23,000",,,0.387389826
"Feb 01, 2016",2.32,2.32,2.12,2.21,"39,94,100","17,78,81,000",,,0.344392274
"Jan 31, 2016",2.44,2.53,2.19,2.31,"58,47,500","18,72,89,000",,,0.36361198
"Jan 30, 2016",2.51,2.61,2.4,2.45,"37,25,080","19,21,76,000",,,0.389166084
"Jan 29, 2016",2.54,2.61,2.3,2.49,"66,62,340","19,48,15,000",,,0.396199347
"Jan 28, 2016",2.41,2.68,2.34,2.53,"49,03,850","18,42,94,000",,,0.403120521
"Jan 27, 2016",2.25,2.59,2.19,2.39,"69,61,080","17,20,61,000",,,0.378397901
"Jan 26, 2016",2.53,2.84,1.99,2.28,"1,39,39,200","19,38,38,000",,,0.357934847
"Jan 25, 2016",2.15,2.66,2.06,2.5,"1,07,39,300","16,43,13,000",,,0.397940009
"Jan 24, 2016",1.9,2.3,1.9,2.14,"96,69,770","14,53,58,000",,,0.330413773
"Jan 23, 2016",1.5,2.03,1.5,1.97,"73,70,980","11,50,02,000",,,0.294466226
"Jan 22, 2016",1.55,1.58,1.47,1.5,"15,67,240","11,82,44,000",,,0.176091259
"Jan 21, 2016",1.53,1.59,1.49,1.55,"16,14,960","11,71,11,000",,,0.190331698
"Jan 20, 2016",1.36,1.62,1.35,1.53,"29,33,220","10,41,24,000",,,0.184691431
"Jan 19, 2016",1.42,1.46,1.31,1.37,"24,46,740","10,86,28,000",,,0.136720567
"Jan 18, 2016",1.33,1.54,1.32,1.43,"42,78,930","10,16,99,000",,,0.155336037
"Jan 17, 2016",1.22,1.33,1.21,1.33,"11,71,150","9,32,07,300",,,0.123851641
"Jan 16, 2016",1.22,1.31,1.17,1.22,"24,62,630","9,30,99,400",,,0.086359831
"Jan 15, 2016",1.18,1.32,1.14,1.21,"39,10,550","9,03,21,700",,,0.08278537
"Jan 14, 2016",1.12,1.19,1.1,1.19,"7,51,961","8,55,39,300",,,0.075546961
"Jan 13, 2016",1.14,1.15,1.08,1.13,"10,05,910","8,65,30,000",,,0.053078443
"Jan 12, 2016",1.07,1.28,1.05,1.14,"28,98,760","8,12,17,300",,,0.056904851
"Jan 11, 2016",0.999216,1.07,0.999216,1.06,"10,11,920","7,60,96,500",,,0.025305865
"Jan 10, 2016",0.985557,1,0.975099,0.999231,"3,90,888","7,50,31,200",,,-0.000334101
"Jan 09, 2016",0.985501,0.992345,0.9736,0.986833,"2,26,281","7,50,01,800",,,-0.005756336
"Jan 08, 2016",0.942752,0.991825,0.939715,0.986789,"5,45,600","7,17,24,000",,,-0.0057757
"Jan 07, 2016",0.955801,0.974623,0.93583,0.942005,"6,47,462","7,26,92,900",,,-0.025946792
"Jan 06, 2016",0.950028,0.960659,0.935708,0.95086,"3,08,791","7,22,29,700",,,-0.021883422
"Jan 05, 2016",0.953147,0.970597,0.946543,0.950176,"2,19,833","7,24,42,400",,,-0.022195943
"Jan 04, 2016",0.972045,0.976438,0.929835,0.95448,"3,46,245","7,38,53,900",,,-0.020233167
"Jan 03, 2016",0.93843,0.991362,0.934313,0.971905,"4,07,632","7,12,75,900",,,-0.012376184
"Jan 02, 2016",0.947401,0.969637,0.93656,0.937124,"2,55,504","7,19,33,100",,,-0.02820294
"Jan 01, 2016",0.933712,0.954822,0.931442,0.948024,"2,06,062","7,08,70,900",,,-0.023180668
"Dec 31, 2015",0.912098,0.975414,0.910277,0.933542,"6,63,994","6,92,07,400",,,-0.029866138
"Dec 30, 2015",0.874258,0.941099,0.866647,0.911958,"6,04,078","6,63,14,200",,,-0.040025163
"Dec 29, 2015",0.843835,0.873054,0.833232,0.873054,"2,15,742","6,39,85,600",,,-0.058958894
"Dec 28, 2015",0.856356,0.872394,0.832932,0.845005,"2,35,134","6,49,13,200",,,-0.073140721
"Dec 27, 2015",0.853166,0.861538,0.841151,0.856365,"1,64,565","6,46,50,000",,,-0.067341091
"Dec 26, 2015",0.870766,0.897453,0.838314,0.854603,"4,25,282","6,59,61,900",,,-0.068235587
"Dec 25, 2015",0.861993,0.882556,0.861993,0.870363,"1,87,114","6,52,75,400",,,-0.06029958
"Dec 24, 2015",0.859433,0.882818,0.8476,0.863262,"3,54,646","6,50,60,000",,,-0.063857376
"Dec 23, 2015",0.861782,0.88294,0.856065,0.858077,"3,34,993","6,52,15,800",,,-0.066473739
"Dec 22, 2015",0.894973,0.909526,0.862059,0.864202,"4,54,249","6,77,04,600",,,-0.063384733
"Dec 21, 2015",0.906065,0.91739,0.891182,0.900771,"5,49,113","6,85,21,200",,,-0.045385604
"Dec 20, 2015",0.90824,0.943185,0.899441,0.903885,"4,72,164","6,86,63,100",,,-0.043886821
"Dec 19, 2015",0.921524,0.925874,0.888916,0.908072,"3,43,535","6,96,44,200",,,-0.041879715
"Dec 18, 2015",0.938327,0.939493,0.908081,0.920127,"3,00,787","7,08,90,600",,,-0.036152225
"Dec 17, 2015",0.993043,0.997611,0.911807,0.940701,"6,40,765","7,49,99,300",,,-0.026548394
"Dec 16, 2015",1.02,1.02,0.974927,0.991182,"3,20,767","7,67,91,600",,,-0.003846593
"Dec 15, 2015",0.990589,1.03,0.98224,1.01,"5,78,618","7,47,64,100",,,0.004321374
"Dec 14, 2015",0.95662,1.01,0.950178,0.993022,"5,63,436","7,21,76,400",,,-0.00304113
"Dec 13, 2015",0.971538,0.989394,0.937438,0.952884,"2,73,614","7,32,76,400",,,-0.020959965
"Dec 12, 2015",0.931196,1.05,0.928546,0.976973,"13,76,280","7,02,10,000",,,-0.010117438
"Dec 11, 2015",0.839995,0.929762,0.819789,0.929762,"8,01,072","6,33,12,400",,,-0.031628208
"Dec 10, 2015",0.79559,0.86159,0.787291,0.840396,"3,69,589","5,99,45,000",,,-0.075516023
"Dec 09, 2015",0.824454,0.824454,0.770488,0.792167,"6,24,221","6,20,98,400",,,-0.101183253
"Dec 08, 2015",0.806024,0.823645,0.782328,0.822118,"4,45,903","6,06,90,400",,,-0.085065843
"Dec 07, 2015",0.836322,0.850791,0.78765,0.811264,"5,20,409","6,29,50,900",,,-0.090837795
"Dec 06, 2015",0.866417,0.882436,0.833115,0.8355,"4,43,608","6,51,94,900",,,-0.078053546
"Dec 05, 2015",0.841195,0.872821,0.824444,0.862438,"2,32,743","6,32,76,000",,,-0.064272116
"Dec 04, 2015",0.812082,0.859575,0.802373,0.840041,"2,41,278","6,10,65,700",,,-0.075699517
"Dec 03, 2015",0.818546,0.837664,0.785086,0.812143,"5,39,969","6,15,30,500",,,-0.090367495
"Dec 02, 2015",0.873171,0.878017,0.818924,0.82121,"5,06,307","6,56,15,700",,,-0.085545771
"Dec 01, 2015",0.878316,0.886736,0.853937,0.8748,"6,52,857","6,59,80,000",,,-0.058091226
"Nov 30, 2015",0.879951,0.895054,0.847696,0.873119,"7,84,439","6,60,80,400",,,-0.058926561
"Nov 29, 2015",0.914144,0.914153,0.860533,0.878614,"4,48,358","6,86,25,100",,,-0.056201881
"Nov 28, 2015",0.868102,0.929293,0.862122,0.915703,"4,62,464","6,51,47,000",,,-0.038245363
"Nov 27, 2015",0.8821,0.900051,0.860695,0.867951,"4,03,813","6,61,74,600",,,-0.061504792
"Nov 26, 2015",0.863273,0.903643,0.80436,0.884183,"9,47,473","6,47,40,900",,,-0.053457839
"Nov 25, 2015",0.893827,0.899493,0.851106,0.863537,"6,22,991","6,70,10,200",,,-0.063719049
"Nov 24, 2015",0.946442,0.948055,0.895931,0.900191,"5,24,195","7,09,31,100",,,-0.045665333
"Nov 23, 2015",0.967493,0.969057,0.93387,0.946969,"4,41,875","7,24,84,200",,,-0.023664238
"Nov 22, 2015",0.979765,0.984132,0.958982,0.968018,"3,72,173","7,33,78,800",,,-0.014116567
"Nov 21, 2015",0.928758,0.978743,0.92094,0.97614,"4,55,976","6,95,35,300",,,-0.01048789
